"","TFs","target","mor"
"1602","ETS1","IL12B",-1.11617633715416e-06
"1603","ETS1","IL2",0.770109998435333
"1604","ETS1","IL2RB",0.968872490029047
"1605","ETS1","IL3",-0.987237893068044
"1606","ETS1","IL5",0.858322535424752
"1607","ETS1","ITGA4",-2.57527678130517e-05
"1608","ETS1","ITGA5",-0.0751470321718212
"1609","ETS1","ITGB3",-0.765054610298378
"1610","ETS1","JAK3",0.275953339864695
"1611","ETS1","LCK",0.999987972213125
"1612","ETS1","LCP1",0.868428885421055
"1613","ETS1","LTB",-0.586205990301219
"1614","ETS1","LTF",0.548828395210152
"1615","ETS1","MCL1",0.260785959097433
"1616","ETS1","MDM2",-6.21295003308217e-05
"1617","ETS1","MET",0.310915616563851
"1618","ETS1","MGAT5",0.966132480398826
"1619","ETS1","MGAT5B",-0.0191519603230879
"1620","ETS1","MMP1",0.319232661303439
"1621","ETS1","MMP13",-0.00256914897073647
"1622","ETS1","MMP2",-7.81937886160162e-06
"1623","ETS1","MMP3",-0.00140507729989967
"1624","ETS1","MMP9",0.881172693174824
"1625","ETS1","MPL",-0.998258986710965
"1626","ETS1","MYB",0.887411009748561
"1627","ETS1","NDRG1",0.705839042244121
"1628","ETS1","NFKB1",0.58204835988061
"1629","ETS1","NOS3",0.99780319533875
"1630","ETS1","NRP1",0.637302024693752
"1631","ETS1","OAS2",0.869004953523441
"1632","ETS1","PARP1",0.739181315868094
"1633","ETS1","PCSK6",0.999292368740366
"1634","ETS1","PF4",0.978054602376719
"1635","ETS1","PLAU",0.224390406351357
"1636","ETS1","POLD1",-0.993238815524257
"1637","ETS1","POR",0.998642931569488
"1638","ETS1","PRL",0.36356473127025
"1639","ETS1","PSEN1",0.73250868464379
"1640","ETS1","PTGS2",-0.165768643550765
"1641","ETS1","PTHLH",-1.90824213172985e-05
"1642","ETS1","RAD51",-0.0268631698297911
"1643","ETS1","RUNX1",-0.965028842696271
"1644","ETS1","SLC19A1",-1.21192441092885e-06
"1645","ETS1","SLC26A3",-8.47168563070731e-07
"1646","ETS1","SMAD4",0.754956605742521
"1647","ETS1","SOCS1",0.838331819945105
"1648","ETS1","SPRY2",-0.00140507729989967
"1649","ETS1","SURF1",-0.000183828906535121
"1650","ETS1","TAF12",-0.000211063429597174
"1651","ETS1","TBXA2R",-0.254021693635378
"1652","ETS1","TBXAS1",-0.00140507729989967
"1653","ETS1","TCEAL1",-0.000486439016572271
"1654","ETS1","TERT",0.226930452227286
"1655","ETS1","TFAP2A",-1.5922014515519e-06
"1656","ETS1","TFRC",-0.965329678343585
"1657","ETS1","TGFBR2",0.392970540926302
"1658","ETS1","THBS1",0.417309469756303
"1659","ETS1","TIMP1",-0.895130600795031
"1660","ETS1","TNC",-0.0673420594577464
"1661","ETS1","TNF",0.226930452227286
"1662","ETS1","TNFRSF10A",0.999674065439735
"1663","ETS1","TNFRSF10B",-0.479248842475671
"1664","ETS1","TNFRSF8",-0.880117451414024
"1665","ETS1","TNFSF14",0.999910429682145
"1666","ETS1","TOM1",-7.42476385262045e-06
"1667","ETS1","TP53",0.529652631250442
"1668","ETS1","TTYH3",-0.00140507729989967
"1669","ETS1","VEGFA",-0.926774992994973
"1670","ETS1","VWF",-0.277391882496177
"1671","ETS1","WAS",0.395267823087138
"1672","ETS1","WT1",0.421995557742341
"1673","ETS1","ZNF175",0.199296345354873
"1674","ETS2","ANGPT2",0.941793640879817
"1675","ETS2","ANPEP",0.898145612267878
"1676","ETS2","BRCA1",0.274989971902673
"1677","ETS2","CD163",0.640661037783069
"1678","ETS2","CDK1",0.34376707765518
"1679","ETS2","CDKN2A",0.431409596956211
"1680","ETS2","CGA",0.894826633454919
"1681","ETS2","CHRNE",-1.33708204611111e-07
"1682","ETS2","CSF2",0.927451139183213
"1683","ETS2","CSF3R",0.613453337769319
"1684","ETS2","EGR1",0.684123659272936
"1685","ETS2","ERG",0.729617935724407
"1686","ETS2","FLI1",0.526047395457853
"1687","ETS2","FOS",0.892401179613567
"1688","ETS2","FOSL1",0.756771915553897
"1689","ETS2","ICAM1",0.440874247209339
"1690","ETS2","IL12B",0.329789140679445
"1691","ETS2","IL5",-0.00143505663029136
"1692","ETS2","JAK3",0.278855611609615
"1693","ETS2","MDM2",0.696632570947817
"1694","ETS2","MMP3",0.894826633454919
"1695","ETS2","MMP9",0.19165053447658
"1696","ETS2","MSR1",0.430229945101184
"1697","ETS2","MYC",-0.00095734155711317
"1698","ETS2","PDE7A",-1.38949166838513e-06
"1699","ETS2","PSEN1",0.611153526597111
"1700","ETS2","PTHLH",0.669207887731017
"1701","ETS2","TERT",0.784629398096822
"1702","ETS2","TP53",-2.12467426960081e-07
"1703","ETS2","VWF",-1.08989884956515e-07
"1704","ETV4","AGTR1",-0.0583335264514572
"1705","ETV4","BDKRB1",0.852729122644704
"1706","ETV4","ERBB2",0.354704855089869
"1707","ETV4","ETS1",0.410308655240299
"1708","ETV4","MMP2",0.646230778151528
"1709","ETV4","MMP7",0.737285257448071
"1710","ETV4","MUC4",0.700743238370727
"1711","ETV4","PLAUR",0.223548087149254
"1712","ETV4","PTGS2",0.827203228458347
"1713","ETV4","SYN2",0.774446637466552
"1714","ETV4","TGFBR2",0.58204835988061
"1715","ETV4","TIMP2",-0.000363973249744201
"1716","ETV4","TNF",0.69971838726981
"1717","ETV4","VIM",0.900002532721459
"1718","ETV4","WT1",0.67350378981182
"1719","FLI1","ERG",-0.0632006947794481
"1720","FLI1","EYA3",0.995672043642691
"1721","FLI1","FOS",-4.01399652800264e-05
"1722","FLI1","GATA1",-0.997413239577545
"1723","FLI1","GP6",0.332989789283236
"1724","FLI1","GP9",-0.00877218595721624
"1725","FLI1","HMOX1",-0.0283116116454329
"1726","FLI1","ID2",-0.00251700198087716
"1727","FLI1","IGFBP3",-1.24557731902368e-06
"1728","FLI1","ITGA2B",0.36356473127025
"1729","FLI1","MPL",-0.0010657531508805
"1730","FLI1","TERT",0.941504237198813
"1731","FLI1","TGFBR2",-0.000325241946106255
"1732","FOS","ACP5",-0.054676818395599
"1733","FOS","ACTA1",0.915468154089897
"1734","FOS","ARNT",-1.02778953419774e-06
"1735","FOS","BATF3",0.902734614290087
"1736","FOS","BCL2L1",-2.33118820807151e-05
"1737","FOS","BCL2L11",-0.00434504374997579
"1738","FOS","CCL2",-0.781830782656548
"1739","FOS","CCL5",-0.644677835686216
"1740","FOS","CCND1",-0.106305951563494
"1741","FOS","CD40LG",0.424343979557959
"1742","FOS","CD69",0.927800605478518
"1743","FOS","CDH1",0.197749682446732
"1744","FOS","CDK4",0.684123659272936
"1745","FOS","CDKN1A",0.940921619510452
"1746","FOS","CLU",-2.8439395848025e-05
"1747","FOS","CREM",-0.000112663334749704
"1748","FOS","CSF2",0.682013641518719
"1749","FOS","CSTA",0.268303617706135
"1750","FOS","DDIT3",0.989976139504208
"1751","FOS","ERCC1",0.792056806996263
"1752","FOS","ERCC4",-0.990497986461082
"1753","FOS","EZR",-0.231772069774581
"1754","FOS","FAS",0.935443852532788
"1755","FOS","FASLG",-0.000188120827546225
"1756","FOS","FASN",-0.692471763363274
"1757","FOS","FGF2",0.598424938104767
"1758","FOS","FOSL1",0.958517822690994
"1759","FOS","FOXA1",0.901830979353808
"1760","FOS","GATA3",-0.974007574713988
"1761","FOS","GREB1",-0.730681555491002
"1762","FOS","GSTP1",0.906279404356766
"1763","FOS","HLA-DRA",0.407982978099533
"1764","FOS","HSPA1A",0.956108150329441
"1765","FOS","HSPH1",-0.448254501642541
"1766","FOS","IL12A",-5.7794693643226e-05
"1767","FOS","IL12B",-1.24557731902368e-06
"1768","FOS","IL1A",0.675641593882574
"1769","FOS","IL1B",0.82215781285182
"1770","FOS","IL2",-0.00584364013781084
"1771","FOS","IL2RA",0.446812529522784
"1772","FOS","IL4R",0.944341908835941
"1773","FOS","IL6",-0.00102105385207038
"1774","FOS","ITGA5",0.701766201302336
"1775","FOS","LOXL4",0.952137022581151
"1776","FOS","LRIG2",-0.801320372727092
"1777","FOS","MAF",0.974999932794956
"1778","FOS","MMP1",0.706852468075417
"1779","FOS","MMP2",-0.304902510276524
"1780","FOS","MMP3",0.268303617706135
"1781","FOS","MMP7",0.58204835988061
"1782","FOS","MMP9",0.859542493701519
"1783","FOS","MYC",-8.01498272214477e-07
"1784","FOS","NAT1",-0.000347978261315017
"1785","FOS","NEFL",-0.22109159277615
"1786","FOS","NFATC1",0.578516209729331
"1787","FOS","NFKB1",0.990653489532964
"1788","FOS","NGF",-0.00443242729889839
"1789","FOS","NOS1",0.948629170944905
"1790","FOS","NOS2",-4.52006473790668e-06
"1791","FOS","NPPA",-9.72681611453344e-07
"1792","FOS","NQO1",-0.00452146733450046
"1793","FOS","NR3C1",0.603068626178649
"1794","FOS","NTF3",0.268303617706135
"1795","FOS","NTS",0.268303617706135
"1796","FOS","PDGFB",-8.08628201179546e-05
"1797","FOS","PDHA1",0.235538686507605
"1798","FOS","PENK",0.614601493500904
"1799","FOS","PGR",-0.971261944034545
"1800","FOS","PLA2G4A",0.318186710599169
"1801","FOS","PLAU",0.987085686505587
"1802","FOS","PLAUR",0.973331403465516
"1803","FOS","PPARD",-6.78377432278315e-07
"1804","FOS","PTGS2",-0.00737970591238846
"1805","FOS","RUNX2",-0.000363973249744201
"1806","FOS","SMAD4",0.528451153902048
"1807","FOS","SMAD7",0.696632570947817
"1808","FOS","SP3",-0.873028891788452
"1809","FOS","SPRR3",-6.21295003308217e-05
"1810","FOS","SRR",-5.72357544503549e-06
"1811","FOS","STAR",0.585572834808363
"1812","FOS","STIM1",0.601909276897759
"1813","FOS","TNFAIP6",0.244363283330287
"1814","FOS","TP53",-7.70945280430502e-05
"1815","FOS","UBP1",-0.0662855376947696
"1816","FOS","VDR",0.937317365292815
"1817","FOS","VEGFA",0.219369256041147
"1818","FOSL1","CDKN2A",0.576157343345375
"1819","FOSL1","CLU",0.381556404960382
"1820","FOSL1","ELN",0.936386658560492
"1821","FOSL1","GCLC",-4.89107289277578e-06
"1822","FOSL1","IL6",-0.5733160879085
"1823","FOSL1","ITGB3",0.7128923606963
"1824","FOSL1","IVL",0.922772853634446
"1825","FOSL1","MMP1",0.660536789143876
"1826","FOSL1","MMP9",0.74294827372495
"1827","FOSL1","NQO1",0.402187005483452
"1828","FOSL1","PLAUR",0.977324717843095
"1829","FOSL2","BCL6",0.404502213739333
"1830","FOSL2","BRCA1",0.987732976831273
"1831","FOSL2","CCR4",-0.966790746344793
"1832","FOSL2","CLU",0.430229945101184
"1833","FOSL2","FOSL1",0.995223347531528
"1834","FOSL2","IVL",0.906714730883804
"1835","FOSL2","MMP13",0.829332520408164
"1836","FOSL2","NOS2",-0.00348526098043631
"1837","FOSL2","PLAUR",0.995957476190362
"1838","FOSL2","UGT2B15",0.639542777624343
"1839","FOXA1","ABCA1",0.664885371741869
"1840","FOXA1","AGR2",-5.12846260634192e-07
"1841","FOXA1","APOA1",0.790421844146554
"1842","FOXA1","APOB",0.74668147994975
"1843","FOXA1","BCL2",0.211985208562288
"1844","FOXA1","BRCA1",0.361340917487054
"1845","FOXA1","CCNG2",-6.3642781609527e-05
"1846","FOXA1","CEBPA",0.870721022605059
"1847","FOXA1","CFTR",0.919766238782196
"1848","FOXA1","CYP7A1",0.906714730883804
"1849","FOXA1","ERBB3",0.271156894882559
"1850","FOXA1","ESR1",-0.00095734155711317
"1851","FOXA1","FOXC1",0.826489066808262
"1852","FOXA1","G6PC",0.509199562860776
"1853","FOXA1","GREB1",-0.0241665520341336
"1854","FOXA1","HSPA1A",0.970165674724659
"1855","FOXA1","IFI27",0.884845233456275
"1856","FOXA1","KLK3",0.853986818083193
"1857","FOXA1","KRT7",0.486323439180492
"1858","FOXA1","MUC4",-2.26283619390783e-06
"1859","FOXA1","MYC",0.833531889596526
"1860","FOXA1","NF1",0.530853822914952
"1861","FOXA1","PDX1",-2.26283619390783e-06
"1862","FOXA1","RET",0.683069534298602
"1863","FOXA1","RPRM",0.289651652988581
"1864","FOXA1","SCGB1A1",0.738234331607077
"1865","FOXA1","SFTPB",0.541649499778355
"1866","FOXA1","TFF1",0.314020896589365
"1867","FOXA1","TTR",-5.42451149667276e-07
"1868","FOXA1","UGT2B15",0.58204835988061
"1869","FOXA2","APOA1",0.982879846005069
"1870","FOXA2","CDH1",0.998876650180481
"1871","FOXA2","CFTR",0.999666798251874
"1872","FOXA2","CYP7A1",0.998206099530204
"1873","FOXA2","G6PC",0.993250117154383
"1874","FOXA2","HHEX",0.994087325705828
"1875","FOXA2","MUC4",0.94062839668542
"1876","FOXA2","PDX1",0.998943406456345
"1877","FOXA2","TTR",0.837652640954363
"1878","FOXA2","TCF7L2",0.74012620617336
"1879","FOXA2","WWC1",0.986712622657315
"1880","FOXL2","AMH",0.354704855089869
"1881","FOXL2","ATF3",0.910974587426234
"1882","FOXL2","BCL2A1",0.971562040420242
"1883","FOXL2","CCL20",-0.286425684301293
"1884","FOXL2","CCL3",0.45395905670298
"1885","FOXL2","CCL3L1",0.326603889434155
"1886","FOXL2","CCL3L3",0.998876650180481
"1887","FOXL2","CH25H",-0.0108077092875521
"1888","FOXL2","CXCL2",0.957437636811147
"1889","FOXL2","CXCL3",0.968038638682338
"1890","FOXL2","CYP17A1",-2.59725142431511e-07
"1891","FOXL2","CYP19A1",0.587918057515789
"1892","FOXL2","FOS",0.19240527894296
"1893","FOXL2","FSHB",0.992304248853055
"1894","FOXL2","IER3",0.318186710599169
"1895","FOXL2","IL11",0.954044117189793
"1896","FOXL2","NR5A2",-3.47000655166433e-06
"1897","FOXL2","PPARGC1A",0.211175712818827
"1898","FOXL2","PTGS2",0.96161217297067
"1899","FOXL2","SIRT1",-0.014835154635706
"1900","FOXL2","SOD2",-0.186158175678144
"1901","FOXL2","TNFAIP3",0.911391332852356
"1902","FOXM1","AURKB",0.99993119886818
"1903","FOXM1","BIRC5",0.997351471675346
"1904","FOXM1","BMI1",0.222707951051157
"1905","FOXM1","BRCA2",0.998109294035277
"1906","FOXM1","CCNB1",0.750380701012163
"1907","FOXM1","CCND1",-5.27446850111067e-07
"1908","FOXM1","CCND2",-0.0151107827896932
"1909","FOXM1","CDC25A",0.999923015252297
"1910","FOXM1","CDC25B",-1.38949166838513e-06
"1911","FOXM1","CDC25C",0.999984897862993
"1912","FOXM1","CDC6",0.999958179607558
"1913","FOXM1","CDK1",-6.78377432278315e-07
"1914","FOXM1","CDKN1A",-2.31595836763462e-07
"1915","FOXM1","CDKN1B",-0.103236111676681
"1916","FOXM1","CDX2",0.721819402446401
"1917","FOXM1","CENPA",0.999960535465731
"1918","FOXM1","CENPB",0.580871812905634
"1919","FOXM1","CENPF",0.99993805556621
"1920","FOXM1","CKS1B",0.999958179607558
"1921","FOXM1","CYP7A1",-1.28013658856236e-06
"1922","FOXM1","ESR1",0.645119737591434
"1923","FOXM1","FOS",0.419650689190189
"1924","FOXM1","FOXF1",0.45395905670298
"1925","FOXM1","ITGB1",0.289651652988581
"1926","FOXM1","LAMA2",-0.735486649539422
"1927","FOXM1","LAMA4",0.956332283849283
"1928","FOXM1","MMP2",0.505586576452937
"1929","FOXM1","MYC",0.858322535424752
"1930","FOXM1","ONECUT1",0.70278726956166
"1931","FOXM1","PECAM1",-0.448254501642541
"1932","FOXM1","PLK1",-9.72681611453344e-07
"1933","FOXM1","SKP2",-0.00095734155711317
"1934","FOXM1","VEGFA",0.608849124042947
"1935","FOXM1","XRCC1",0.982000792119926
"1936","FOXO1","ABCB1",0.184222981134161
"1937","FOXO1","AGRP",0.354704855089869
"1938","FOXO1","ALPI",-0.000722513956398799
"1939","FOXO1","ANGPT2",-0.0342476552254534
"1940","FOXO1","BCL2L11",-0.0132768411053692
"1941","FOXO1","CAV1",0.34159850954905
"1942","FOXO1","CCNB1",-0.611414842901514
"1943","FOXO1","CCNB2",-0.92398245046175
"1944","FOXO1","CCND1",0.979337168171417
"1945","FOXO1","CCND2",-0.00737970591238846
"1946","FOXO1","CCNG2",0.480311449975668
"1947","FOXO1","CDKN1A",0.512812026094685
"1948","FOXO1","CDKN1B",0.965595061403738
"1949","FOXO1","CDKN1C",-1.3520692541926e-06
"1950","FOXO1","CDKN2B",0.239924052882428
"1951","FOXO1","CDKN2D",0.615748467776724
"1952","FOXO1","CNOT8",0.255235506190259
"1953","FOXO1","CNR1",0.70988116386021
"1954","FOXO1","DAAM1",-0.333542078325673
"1955","FOXO1","DAPK1",-1.37425227671888e-05
"1956","FOXO1","DUSP4",0.680955988586122
"1957","FOXO1","EIF4EBP1",0.996607093867428
"1958","FOXO1","G6PC",-0.944995164874321
"1959","FOXO1","IGFBP1",-0.00162811720258394
"1960","FOXO1","IL1B",-0.951972249373916
"1961","FOXO1","KLF2",-0.37314148362057
"1962","FOXO1","MCM5",-0.99885631033583
"1963","FOXO1","NOS3",0.918225528152495
"1964","FOXO1","PCK1",0.700743238370727
"1965","FOXO1","PCK2",-2.38778815178892e-06
"1966","FOXO1","PDK4",0.809453055524601
"1967","FOXO1","PPARG",-1.21006699913389e-05
"1968","FOXO1","PRL",0.187909536506417
"1969","FOXO1","RAG1",-5.72357544503549e-06
"1970","FOXO1","RPS6KA3",0.429051096518505
"1971","FOXO1","SCP2",-0.787848244438595
"1972","FOXO1","SELL",-1.63605478431235e-06
"1973","FOXO1","TIMP3",-0.00146564408303717
"1974","FOXO1","TMEM47",-0.978476717499346
"1975","FOXO1","TNFSF10",-0.000897431878656633
"1976","FOXO1","TRIM63",-0.00162811720258394
"1977","FOXO1","TXNIP",-0.980611857807132
"1978","FOXO3","ABCB1",-0.000508472705007865
"1979","FOXO3","AR",0.527249404193167
"1980","FOXO3","BCL2L11",0.577337178239405
"1981","FOXO3","BCL6",-0.000231327250596258
"1982","FOXO3","BNIP3L",-0.000132774671017165
"1983","FOXO3","CAT",0.800097940049007
"1984","FOXO3","CBLB",-0.00134689753337446
"1985","FOXO3","CCND1",0.992119623597007
"1986","FOXO3","CCND2",0.755865338796034
"1987","FOXO3","CCNG2",-0.0010887963442914
"1988","FOXO3","CDKN1A",-3.82216879055866e-05
"1989","FOXO3","CDKN2B",0.693530001393059
"1990","FOXO3","CDKN2D",0.423169330507193
"1991","FOXO3","CITED2",-0.000179631063260722
"1992","FOXO3","DUSP5",-8.36674053821185e-08
"1993","FOXO3","DUSP6",0.252488748440935
"1994","FOXO3","ESR1",0.894826633454919
"1995","FOXO3","FASLG",0.76127235632857
"1996","FOXO3","FBXO32",0.824333366724132
"1997","FOXO3","FOXO1",0.534455550743244
"1998","FOXO3","G6PC",-0.00267653135892542
"1999","FOXO3","GADD45A",-0.000110041121456825
"2000","FOXO3","GALT",0.70988116386021
"2001","FOXO3","HBP1",0.359122950261563
"2002","FOXO3","ID1",-2.32449817278924e-06
"2003","FOXO3","JAK1",0.48512059498155
"2004","FOXO3","KLF4",0.548828395210152
"2005","FOXO3","NOS3",0.584398883083525
"2006","FOXO3","PIK3CA",-1.82348377223866e-06
"2007","FOXO3","PINK1",0.686226575509195
"2008","FOXO3","PLAU",-0.000633734758117765
"2009","FOXO3","PRDX3",-1.63854220836238e-07
"2010","FOXO3","RBL2",0.941213564877561
"2011","FOXO3","SIRT1",-7.61960002605366e-06
"2012","FOXO3","SOD2",0.413804690841085
"2013","FOXO3","STK11",0.613453337769319
"2014","FOXO3","TNFSF10",-1.37425227671888e-05
"2015","FOXO3","TXNIP",-5.27446850111067e-07
"2016","FOXO4","BCL2L11",0.999875384483954
"2017","FOXO4","BCL6",-0.0342476552254534
"2018","FOXO4","CDKN1A",-0.00267653135892542
"2019","FOXO4","CDKN1B",-0.0241665520341336
"2020","FOXO4","G6PC",-0.00196461901768579
"2021","FOXO4","GADD45A",0.310915616563851
"2022","FOXO4","IGFBP1",-0.176894370465794
"2023","FOXO4","PCK2",0.613453337769319
"2024","FOXO4","PPARGC1A",0.203988906948559
"2025","FOXO4","RBL2",-0.0046121930052448
"2026","FOXO4","SCP2",0.229490106531382
"2027","FOXO4","SOD2",-0.00173367476495437
"2028","FOXO4","SPRY2",-0.176894370465794
"2029","FOXO4","TNFSF10",0.729617935724407
"2030","FOXP1","CDKN1A",-0.0066985646886233
"2031","FOXP1","CSF1R",0.814762125917346
"2032","FOXP1","IL2",0.468308859327725
"2033","FOXP1","KLK3",0.503177807204463
"2034","FOXP1","RAG1",0.409145307599892
"2035","FOXP1","SFTPC",0.391823658019983
"2036","FOXP1","TCF4",0.833531889596526
"2037","FOXP1","ACSL3",0.987011854981577
"2038","FOXP1","ACTR3",0.952620305341759
"2039","FOXP1","AFF1",0.962983754861743
"2040","FOXP1","AFF3",0.650660111915873
"2041","FOXP1","AGAP1",0.303734647310964
"2042","FOXP1","AMPD3",0.558371944269853
"2043","FOXP1","ANGPT1",0.998705274867691
"2044","FOXP1","ANKRD28",-0.00246585971215
"2045","FOXP1","AP3B1",0.997579359791431
"2046","FOXP1","ARHGAP32",0.265468914510423
"2047","FOXP1","ARID1A",0.993794705825297
"2048","FOXP1","ARID5B",0.952379211134611
"2049","FOXP1","AUTS2",0.994601806762341
"2050","FOXP1","AZIN1",-1.73619857381673e-07
"2051","FOXP1","BACH1",-0.114299700993672
"2052","FOXP1","BACH2",0.966309925052392
"2053","FOXP1","BBC3",-3.91695071613148e-05
"2054","FOXP1","BCAS3",0.936698232502684
"2055","FOXP1","BCL11A",0.211985208562288
"2056","FOXP1","BIRC6",0.998558659834779
"2057","FOXP1","BNC2",0.832140855745774
"2058","FOXP1","CAB39",0.984257762848076
"2059","FOXP1","CACNA2D3",-0.00177028370750139
"2060","FOXP1","CADM1",-0.00401150728793031
"2061","FOXP1","CAMK2D",0.822885205817751
"2062","FOXP1","CASZ1",0.834224129652201
"2063","FOXP1","CDK6",0.640661037783069
"2064","FOXP1","CHD2",0.998868994644108
"2065","FOXP1","CHD9",0.967011320431888
"2066","FOXP1","CHN1",0.777022184905544
"2067","FOXP1","CHN2",-1.63605478431235e-06
"2068","FOXP1","CLASP2",0.368029593436875
"2069","FOXP1","CREB5",0.481513374821662
"2070","FOXP1","CUL3",0.738234331607077
"2071","FOXP1","DIP2B",0.973187879354815
"2072","FOXP1","DLGAP1",-7.23475230153442e-06
"2073","FOXP1","DOCK4",0.355807125817583
"2074","FOXP1","DST",-0.000112663334749704
"2075","FOXP1","EFNA5",-1.3520692541926e-06
"2076","FOXP1","EGLN3",0.347031948723002
"2077","FOXP1","EIF3H",0.773583711094609
"2078","FOXP1","EIF4G3",0.738234331607077
"2079","FOXP1","ELF2",0.891910556909007
"2080","FOXP1","EPB41L2",-0.620655061854795
"2081","FOXP1","ERC2",0.571430218996049
"2082","FOXP1","FAM13A",0.526047395457853
"2083","FOXP1","FAT1",-0.967074546676963
"2084","FOXP1","FCHSD2",0.920527187698236
"2085","FOXP1","FNDC3B",0.19697963466363
"2086","FOXP1","FOXN3",0.956555391167813
"2087","FOXP1","GBE1",-0.289468023086547
"2088","FOXP1","GLIS3",0.342681986668677
"2089","FOXP1","GPBP1L1",0.993209572123305
"2090","FOXP1","GTDC1",0.976445179694612
"2091","FOXP1","HECTD1",0.777022184905544
"2092","FOXP1","HIVEP2",0.996670616276837
"2093","FOXP1","IGF1R",0.224390406351357
"2094","FOXP1","ITGA4",0.911391332852356
"2095","FOXP1","ITPR1",0.790421844146554
"2096","FOXP1","KDM4C",0.999451201672988
"2097","FOXP1","KIAA1217",0.391823658019983
"2098","FOXP1","LAMC1",0.221869999013413
"2099","FOXP1","LIMCH1",0.240807597994892
"2100","FOXP1","LIMS1",0.533255295955503
"2101","FOXP1","LNX1",0.996153975891051
"2102","FOXP1","LRIG1",0.44324757413808
"2103","FOXP1","LSAMP",0.978293080611351
"2104","FOXP1","LTBP1",-4.99822703660359e-05
"2105","FOXP1","MAD1L1",-3.56331657209484e-06
"2106","FOXP1","MAGI1",-2.45268398982205e-07
"2107","FOXP1","MALAT1",0.920147493245757
"2108","FOXP1","MAML3",0.947057079078611
"2109","FOXP1","MAP2",-0.00290418722056038
"2110","FOXP1","MCTP1",-4.99822703660359e-05
"2111","FOXP1","MCTP2",0.557180967520105
"2112","FOXP1","MECOM",-0.744891467629589
"2113","FOXP1","MIPOL1",0.612304011734815
"2114","FOXP1","MPZL1",0.268303617706135
"2115","FOXP1","MSI2",0.539253048757378
"2116","FOXP1","MTA3",0.781270566803458
"2117","FOXP1","NAV2",0.180590714322607
"2118","FOXP1","NCOR2",0.34159850954905
"2119","FOXP1","NPAS3",0.248856107125708
"2120","FOXP1","NRP2",-7.17221633822352e-07
"2121","FOXP1","NRXN3",-0.99446340542866
"2122","FOXP1","NUP98",0.319232661303439
"2123","FOXP1","PACS1",0.848260479236643
"2124","FOXP1","PARP1",0.9995509522492
"2125","FOXP1","PDE4B",-4.45539194710022e-07
"2126","FOXP1","PDS5B",0.997954928165129
"2127","FOXP1","PHLPP1",0.631675924002222
"2128","FOXP1","PHTF2",0.87465486333402
"2129","FOXP1","PIK3R1",0.99498316120686
"2130","FOXP1","PIP4K2A",-1.87350179237558e-06
"2131","FOXP1","PLCB1",0.718861630255333
"2132","FOXP1","PMAIP1",0.19165053447658
"2133","FOXP1","POU2F1",0.965414215173878
"2134","FOXP1","PPP1R12A",0.899077649520673
"2135","FOXP1","PREX1",0.246153998012638
"2136","FOXP1","PRKCB",0.813256366518276
"2137","FOXP1","PRPF31",-0.000662100949099116
"2138","FOXP1","PTCH1",0.973187879354815
"2139","FOXP1","PVT1",0.983257733364938
"2140","FOXP1","RABGAP1L",0.239042662446362
"2141","FOXP1","RAPGEF1",0.449192328569248
"2142","FOXP1","RAPGEF4",0.468308859327725
"2143","FOXP1","RAPGEF5",0.56787705269334
"2144","FOXP1","RBPJ",0.733468145206194
"2145","FOXP1","RBPMS",0.75767633313892
"2146","FOXP1","RERE",-3.21795493242033e-05
"2147","FOXP1","RFTN1",0.956555391167813
"2148","FOXP1","RIN2",-0.00470463392174432
"2149","FOXP1","ROCK1",0.558371944269853
"2150","FOXP1","ROR2",0.33085432303439
"2151","FOXP1","RPTOR",0.439688614592135
"2152","FOXP1","RUNX1",0.763946570420445
"2153","FOXP1","SDK2",-0.000455092844960962
"2154","FOXP1","SHANK2",-7.04945004351209e-06
"2155","FOXP1","SLC22A23",0.833531889596526
"2156","FOXP1","SMARCC1",-2.3833673146389e-07
"2157","FOXP1","SND1",0.34051665471504
"2158","FOXP1","SNX25",-0.434475688742263
"2159","FOXP1","SORL1",-0.00946688441419602
"2160","FOXP1","SPAG9",0.544044277995985
"2161","FOXP1","SSBP2",0.939142965826208
"2162","FOXP1","STAG1",-0.000407099541649587
"2163","FOXP1","STAG2",0.857094234257492
"2164","FOXP1","STAT3",-6.83985708840531e-05
"2165","FOXP1","STIM2",0.764833618295687
"2166","FOXP1","SVIL",-0.36311429519105
"2167","FOXP1","TBC1D2B",0.662714303956118
"2168","FOXP1","TBXAS1",0.818487670684061
"2169","FOXP1","TCF12",-0.0171768334352782
"2170","FOXP1","THADA",0.912219843235413
"2171","FOXP1","TPD52",0.630546634006453
"2172","FOXP1","TPP2",0.832140855745774
"2173","FOXP1","TRAPPC9",-0.995295262767036
"2174","FOXP1","TXNRD1",0.921656957322405
"2175","FOXP1","UBE3C",0.958303775635412
"2176","FOXP1","UST",0.412638358519389
"2177","FOXP1","UTRN",0.921656957322405
"2178","FOXP1","VGLL4",0.818487670684061
"2179","FOXP1","VPS13A",0.662714303956118
"2180","FOXP1","VPS13C",0.897206385531362
"2181","FOXP1","VPS41",0.238163428681117
"2182","FOXP1","WNK1",-2.2027616867285e-06
"2183","FOXP1","YPEL3",0.619182191052306
"2184","FOXP1","ZBTB16",0.621465230299284
"2185","FOXP1","ZFAT",0.653966275592852
"2186","FOXP1","ZFP36L1",0.810981054270377
