"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ID"
"CALB2",-2.08886280496895,-6.6506218,-2.9660164244092,0.00469017326865635,0.579547193293248,-2.16719053541578,"CALB2"
"FAM164C",0.986902902236025,0.156912190588235,2.95888520831341,0.004782687270601,0.587440007751902,-2.18117130888876,"FAM164C"
"NAALADL1",-2.54464865465839,1.60988155882353,-2.95595004841039,0.00482125787335584,0.588652627965923,-2.18691964428165,"NAALADL1"
"SNORD21",0.687685975155281,2.67127956862745,2.94696338575664,0.00494116282841403,0.589786124195503,-2.20449746015155,"SNORD21"
"POTEE",-2.66739556832298,0.716361496078431,-2.94602511450974,0.00495384084440278,0.589786124195503,-2.20633079015038,"POTEE"
"ELN",-3.54078355652174,1.70371815686275,-2.94520563504822,0.00496493854638182,0.589786124195503,-2.20793171031058,"ELN"
"TPM2",-2.82348207763975,-3.98271339607843,-2.94292734437371,0.0049959139747922,0.589786124195503,-2.21238108001078,"TPM2"
"C17orf78",2.3915769552795,-3.08717796078431,2.94243053152962,0.00500269248527639,0.589786124195503,-2.21335104182651,"C17orf78"
"ACER2",2.57312642921792,-4.726272813019,2.94240354601106,0.00500306092092519,0.589786124195503,-2.21340372458454,"ACER2"
"LOC150786",-2.12622004968944,-4.22860368627451,-2.9392440439276,0.00504637319833114,0.591492611680962,-2.21956981273049,"LOC150786"
"GJB7",1.23630484695652,-1.14829964941176,2.93459943018782,0.00511067926395511,0.594306741873873,-2.22862673938327,"GJB7"
"PCYT2",-2.37119304285714,-0.345493296078431,-2.93333414519877,0.00512832943212146,0.594306741873873,-2.23109247501002,"PCYT2"
"ANG",1.878097897047,-0.210499002166203,2.92852021132478,0.00519600223852973,0.595075355577363,-2.24046759190281,"ANG"
"ASF1A",0.620862267080747,4.20956341176471,2.92705928603567,0.00521670348331035,0.595075355577363,-2.24331083103511,"ASF1A"
"BBS5",1.11605746708074,-1.92042638235294,2.92635352362893,0.00522673160877958,0.595075355577363,-2.24468406076458,"BBS5"
"C6orf72",0.561604602484474,4.69676337254902,2.92449627306352,0.00525320702640335,0.595075355577363,-2.2482967943921,"C6orf72"
"KCNIP1",2.99832162360248,-4.93080469647059,2.92262439766541,0.00528001729305188,0.595075355577363,-2.25193652059238,"KCNIP1"
"DMRTC2",-1.99539868322981,-6.40710992156863,-2.91700232465027,0.00536130862717059,0.595659756614234,-2.26285943512951,"DMRTC2"
"LAMC2",-2.04029160869566,-6.3148967254902,-2.91690080190863,0.00536278723322831,0.595659756614234,-2.26305655834278,"LAMC2"
"LMAN1",2.00770044099379,-4.01766554705882,2.91624680589578,0.00537232132281754,0.595659756614234,-2.26432629646368,"LMAN1"
"WDR5B",1.05442970869565,2.54285854901961,2.91387498861612,0.00540703074144451,0.59628502456188,-2.26892969434212,"WDR5B"
"SLC12A6",2.75023725217391,-3.15433127843137,2.9079946781744,0.00549398632417302,0.601623308718425,-2.28033245745777,"SLC12A6"
"CEACAM5",-2.98605227080746,-4.66941743137255,-2.90664696930704,0.0055140981883319,0.601623308718425,-2.28294381160287,"CEACAM5"
"C21orf63",2.34634601023602,-1.7699718514902,2.90273329083921,0.00557289109710488,0.604820858115425,-2.29052271925561,"C21orf63"
"DMC1",-1.47443458975155,1.78937796372549,-2.89079171134646,0.00575590711897894,0.607092676893896,-2.31360784981829,"DMC1"
"AGR2",4.45019194398475,-1.98544587397052,2.89026266821996,0.00576414308600336,0.607092676893896,-2.3146291856554,"AGR2"
"MB",0.645894074534163,3.20407525490196,2.88778461850762,0.00580286661643428,0.607092676893896,-2.31941156520451,"MB"
"PAGE2B",-3.17684859440994,-3.38127619803922,-2.8864826027905,0.00582330951236456,0.607092676893896,-2.32192327648128,"PAGE2B"
"CXorf59",1.11386955736646,1.19450136603922,2.88525031875484,0.00584271920766879,0.607092676893896,-2.32429980556694,"CXorf59"
"LOC643387",-1.57531969565218,-6.24203349019608,-2.88439177758414,0.00585627761123284,0.607092676893896,-2.32595516911132,"LOC643387"
"SNORA38B",-2.35404090062112,-5.18771025490196,-2.88397872878066,0.00586281104788842,0.607092676893896,-2.3267514618302,"SNORA38B"
